movie_id,person_id,name,character,gender,cast_order
285,1619,Chow Yun-fat,Captain Sao Feng,2,4
285,2440,Bill Nighy,Captain Davy Jones,2,5
285,118,Geoffrey Rush,Captain Hector Barbossa,2,6
285,1709,Jack Davenport,Admiral James Norrington,2,7
285,2449,Kevin McNally,Joshamee Gibbs,2,8
285,2441,Tom Hollander,Lord Cutler Beckett,2,9
285,2038,Naomie Harris,Tia Dalma,1,10
285,378,Jonathan Pryce,Governor Weatherby Swann,2,11
285,1430,Keith Richards,Captain Teague Sparrow,2,12
285,1710,Lee Arenberg,Pintel,2,13
285,1711,Mackenzie Crook,Ragetti,2,14
285,4031,Greg Ellis,Lieutenant Theodore Groves,2,15
285,1715,David Bailie,Cotton,2,16
285,4030,Martin Klebba,Marty,2,17
285,939,David Schofield,Ian Mercer,0,18
285,2450,Lauren Maher,Scarlett,1,19
285,2452,Vanessa Branch,Giselle,1,20
285,1714,Angus Barnett,Mullroy,2,21
285,1713,Giles New,Murtogg,0,22
285,22075,Reggie Lee,Tai Huang,2,23
285,61259,Dominic Scott Kay,Henry Turner,2,24
285,33500,Takayo Fischer,Mistress Ching,1,25
285,1224149,David Meunier,Lieutenant Greitzer,2,26
285,429401,Ho-Kwan Tse,Hadras,2,27
285,1123,Andy Beckwith,Clacker,0,28
285,1056117,Peter Donald Badalamenti II,Penrod,2,29
285,21700,Christopher S. Capp,Cotton's Parrot (voice),2,30
285,1430,Keith Richards,Captain Teague,2,31
285,2603,Hakeem Kae-Kazim,Captain Jocard,2,32
285,70577,Ghassan Massoud,Captain Ammand,0,33
206647,8784,Daniel Craig,James Bond,2,0
206647,27319,Christoph Waltz,Blofeld,2,1
206647,121529,Léa Seydoux,Madeleine,1,2
206647,5469,Ralph Fiennes,M,2,3
206647,28782,Monica Bellucci,Lucia,1,4
206647,17064,Ben Whishaw,Q,2,5
206647,2038,Naomie Harris,Moneypenny,1,6
206647,543530,Dave Bautista,Hinx,2,7
206647,125660,Andrew Scott,C,2,8
206647,139549,Rory Kinnear,Tanner,2,9
206647,2244,Jesper Christensen,Mr. White,2,10
206647,1381616,Alessandro Cremona,Marco Sciarra,0,11
206647,929937,Stephanie Sigman,Estrella,1,12
206647,87265,Tenoch Huerta,Mexican Man in Lift,0,13
206647,983710,Adriana Paz,Mexican Woman in Lift,1,14
206647,1385592,Domenico Fortunato,Gallo,2,15
206647,1545546,Marco Zingaro,Gallo's Accomplice,0,16
206647,1545547,Stefano Elfi DiClaudia,Gallo's Accomplice,2,17
206647,122556,Ian Bonar,Q's Assistant,0,18
206647,1599239,Tam Williams,Moneypenny's Boyfriend,2,19
206647,1599241,Richard Banham,Blofeld's London Helicopter Pilot,2,20
206647,230681,Pip Carter,SC019 Police Commander,2,21
206647,30446,Simon Lenagan,SC019 Police Officer,2,22
206647,48377,Alessandro Bressanello,Priest,2,23
206647,578512,Marc Zinga,Moreau,0,24
206647,1093974,Brigitte Millar,Vogel,0,25
206647,89624,Adel Bencherif,Abrika,2,26
206647,1129783,Gediminas Adomaitis,Blofeld's Right Hand Man,2,27
206647,226388,Peppe Lanzetta,Lorenzo,0,28
206647,1299312,Francesco Arca,Francesco,2,29
206647,124628,Matteo Taranto,Marco,2,30
206647,1562103,Emilio Aniba,Palazzo Security,2,31
206647,1474616,Benito Sagredo,Guerra,2,32
206647,1247684,Dai Tabuchi,Businessman,2,33
206647,1599245,George Lasha,Businessman,2,34
206647,1599247,Sargon Yelda,Businessman,0,35
206647,1599251,Andy Cheung,Businessman,2,36
206647,1599252,Erick Hayden,Marshall,2,37
206647,1599253,Oleg Mirochnikov,Valerian,2,38
206647,123548,Antonio Salines,Fiat Driver,2,39
206647,1599254,Miloud Mourad Benamara,Street Sweeper,2,40
206647,1599255,Gido Schimanski,Chairman,2,41
206647,1404403,Nigel Barber,Head of Nation,0,42
206647,74415,Patrice Naiambana,Head of Nation,2,43
206647,1599256,Stephane Cornicard,Head of Nation,2,44
206647,1599257,Gary Fannin,Head of Nation,2,45
206647,1599258,Sadao Ueda,Head of Nation,2,46
206647,1599259,Phillip Law,Head of Nation,0,47
206647,1599260,Wai Wong,Head of Nation,2,48
206647,1477143,Joseph Balderrama,Head of Nation,2,49
206647,1599261,Eiji Mihara,Aide,2,50
206647,1168129,Junichi Kajioka,Aide,2,51
206647,48393,Victor Schefé,Clinic Barman,0,52
206647,1437333,Harald Windisch,Clinic Security Guard,2,53
206647,1599262,Tristan Matthiae,Clinic Security Guard,2,54
206647,14637,Detlef Bothe,Cable Car Heavy,2,55
206647,1599263,Bodo Friesecke,Cable Car Heavy,2,56
206647,1599264,Wilhem Iben,Syringe Heavy,2,57
206647,1599265,Noemi Krausz,Snowboarder,1,58
206647,1599266,Noah Saavedra,Snowboarder,2,59
206647,1599267,Francis Attakpah,Snowboarder,0,60
206647,1599268,Michael Glantschnig,Snowboarder,2,61
206647,1599269,Marlon Boess,Snowboarder,2,62
206647,1599270,Marie Wohlmuth,Snowboarder,1,63
206647,1599271,Lili Epply,Snowboarder,1,64
206647,1599272,Konstantin Gerlach,Snowboarder,2,65
206647,1102369,Lara Parmiani,L'Americain Manater,1,66
206647,1372694,Umit Ulgen,Train Guard,2,67
206647,1363060,Amra Mallassi,Train Waiter,2,68
206647,1599275,Ziad Abaza,Train Barman,2,69
206647,1599276,Walid Mumuni,Blofeld's Chauffeur,2,70
206647,1599277,Derek Horsham,Blofeld's Guard,0,71
206647,229320,Nari Blair-Mangat,Blofeld's Guard,2,72
206647,1599278,Michael White,Blofeld's Butler,0,73
206647,1599279,Adam McGrady,Blofeld's Waiter,0,74
206647,1436816,Nader Dernaika,Blofeld's Analyst,2,75
206647,1599280,Pezhmaan Alinia,Blofeld's Chief Analyst,2,76
206647,5309,Judi Dench,M (uncredited),1,77
206647,1186597,Neve Gachev,Clinic Patron (uncredited),1,78
206647,1654739,Karl Farrer,Businessman (uncredited),2,79
206647,1682535,Kim Adis,Lair Staff (uncredited),1,80
206647,1682536,Maurisa Selene Coleman,Mexican Sprite (uncredited),1,81
206647,1725801,Matija Mondi Matović,Pilot David,2,82
49026,3894,Christian Bale,Bruce Wayne / Batman,2,0
49026,3895,Michael Caine,Alfred Pennyworth,2,1
49026,64,Gary Oldman,James Gordon,2,2
49026,1813,Anne Hathaway,Selina Kyle / Catwoman,1,3
49026,2524,Tom Hardy,Bane,2,4
49026,8293,Marion Cotillard,Miranda Tate,1,5
49026,24045,Joseph Gordon-Levitt,Blake,2,6
49026,192,Morgan Freeman,Lucius Fox,2,7
49026,2037,Cillian Murphy,Dr. Jonathan Crane / Scarecrow,2,8
49026,36594,Juno Temple,Jen,1,9
49026,3896,Liam Neeson,Ra's Al Ghul,2,10
49026,8654,Matthew Modine,Deputy Commissioner Foley,2,11
49026,16607,Alon Aboutboul,Dr. Pavel,2,12
49026,77335,Ben Mendelsohn,Daggett,2,13
49026,21316,Nestor Carbonell,The Mayor,2,14
49026,928532,Josh Pence,Young Ra's Al Ghul,0,15
49026,71010,Tom Conti,Prisoner,0,16
49026,125025,Joey King,Young Talia Al Ghul,1,17
49026,211521,Warren Brown,Mercenary Security #1,2,18
49026,10582,Daniel Sunjata,Captain Jones,2,19
49026,224365,Sam Kennard,Special Ops Sergeant,0,20
49026,1334307,Aliash Tepina,Hooded Man #2,0,21
49026,1334308,Nick Julian,Caterer,0,22
49026,1334309,Miranda Nolan,Maid,1,23
49026,1172491,Claire Julien,Maid,0,24
49026,49735,Aidan Gillen,CIA Op,2,25
49026,39659,Burn Gorman,Stryver,0,26
49026,16841,Brett Cullen,Congressman,2,27
49026,22075,Reggie Lee,Ross,2,28
49026,159879,Joseph Lyle Taylor,DWP Man,2,29
49026,8191,Chris Ellis,Fr. Reilly,2,30
49026,1240417,Duane Henry,SWAT in Dive Bar,2,31
49026,1218818,James Harvey Ward,SWAT in Alley,0,32
49026,84754,Gonzalo Menendez,Cop in Manhole,2,33
49026,1473276,Cameron Jack,Sewer Thug #1,2,34
49026,1364324,Lex Daniel,Sewer Thug #2,2,35
49026,1473749,Tyler Dean Flores,Mark,2,36
49026,539,Thomas Lennon,Doctor,2,37
49026,158484,Trevor White,Yuppie,0,38
49026,10689,Rob Brown,Allen,2,39
49026,9632,Fredric Lehne,Exchange Security Chief,2,40
49026,1205900,Courtney Munch,Female Security Guard,0,41
49026,1403768,Chris Hill,Paparazzi #1,2,42
49026,1465242,Travis Guba,Paparazzi #2,2,43
49026,141014,Jay Benedict,Rich Twit,2,44
49026,32363,Will Estes,Officer Simon Jansen,2,45
49026,21182,David Dayan Fisher,Shoe Shine Man at GSE,2,46
49026,83271,Glen Powell,Trader #1,2,47
49026,535,Russ Fega,Trader #3,2,48
49026,1226016,Andres Perez-Molina,Valet at Museum,2,49
49026,15011,Brent Briscoe,Veteran Cop,2,50
49026,70225,John Nolan,Fredericks,2,51
49026,24627,Oliver Cotton,2 Star Air Force General,2,52
49026,142290,Mark Killeen,Airport Cop,0,53
49026,1377686,Sarah Goldberg,Analyst #1,0,54
49026,550549,John MacMillan,Analyst #2,2,55
49026,21505,Robert Wisdom,Army Captain at Bridge,2,56
49026,98804,Ronnie Gene Blevins,Cement Truck Driver,2,57
49026,1386824,John Hollingworth,CIA Analyst,0,58
49026,31362,Ian Bohen,Cop with Gordon,2,59
49026,145313,Uri Gavriel,Blind Prisoner,2,60
49026,53252,Noel Gugliemi,Ex-Prisoner at River,2,61
49026,24202,Hector Atreyu Ruiz,Gangbanger,2,62
49026,1301187,Patrick Cox,Huge Inmate,0,63
49026,204191,Aramis Knight,Kid with Apple,2,64
49026,40039,Josh Stewart,Barsad,2,65
49026,21416,William Devane,President,2,66
49026,55411,David Gyasi,Skinny Prisoner,2,67
49026,1244314,Patrick Jordan,Special Forces #2,2,68
49026,1286878,Joshua Elijah Reese,Mercenary at City Hall,0,69
49026,6365,Desmond Harrington,Uniform,2,70
49026,1417415,Mychael Bates,Bomb Truck Driver,2,71
49026,941,Tomas Arana,Wayne's Lawyer,2,72
49026,1225911,Peter Holden,Applied Sciences Tech #1,0,73
49026,100891,David Monahan,Applied Sciences Tech #2,2,74
49026,20469,Jillian Armenante,Lawyer's Clerk,1,75
49026,105832,Aja Evans,Greeter at Museum,1,76
49026,1355615,Aldous Davidson,Valet at Wayne Enterprises,0,77
49026,51930,Wade Williams,Warden at Blackgate,2,78
49026,95577,Jake Canuso,Waiter in Florence Café,0,79
49026,1010873,Massi Furlan,Janitor at GSE,0,81
49026,26088,Christopher Judge,Mercenary Security #4,2,82
49026,853194,Patrick Leahy,Board Member #2,2,83
49026,171606,Todd Gearhart,Uniform #2,0,84
49026,1406682,Marc Abbink,Gotham City Police Officer (uncredited),2,85
49026,1167718,Isiah Adams,Young Stock Broker (uncredited),0,86
49026,572221,Charlie Alejandro,Gotham City Police Officer (uncredited),1,87
49026,1116933,Robert Arensen,Former Upscaler (uncredited),2,88
49026,1524158,Grant Babbitt,Angry Mobster / Prisoner (uncredited),0,89
49026,139188,Fileena Bahris,Gotham Rogues Fan (uncredited),0,90
49026,1075845,Rick Bolander,Mercenary (uncredited),0,91
49026,1283949,Kyle Patrick Brennan,Police Officer (uncredited),0,92
49026,1344943,Scott Churchson,Gotham City Police Officer (uncredited),0,93
49026,1240191,Bill Cowher,Gotham Rogues Coach (uncredited),0,94
49026,1359461,Graham Curry,Pentagon Navy Petty (uncredited),0,95
49026,1163300,Stephanie Domini Ehlert,Reporter (uncredited),1,96
49026,93752,John Farrer,Older Upscale Person (uncredited),0,97
49026,1343309,Frank Fata,Prisoner / Thug (uncredited),0,98
49026,1372419,Christopher Bryan Gomez,Stock Broker (uncredited),0,99
49026,1502323,Vito Grassi,Thug (uncredited),0,100
49026,1509064,Michael Wren Gucciardo,Stockbroker in Snipers Scoop - Stock Exchange (uncredited),2,101
49026,1525392,Sam Harris,Prisoner (uncredited),2,102
49026,1365976,Ed Heavey,Police Officer (uncredited),0,103
49026,1098036,John W. Iwanonkiw,Gotham Police Officer / Fan (uncredited),2,104
49026,1354413,Cindy Jackson,Gordon's Cop #4 (uncredited),0,105
49026,123875,Daniel Jordano,Boom Operator News Crew (uncredited),0,106
49026,127060,William Kania,Gothamite (uncredited),0,107
49026,1388256,Tiffany Kemp,Gotham Rogues Fan (uncredited),0,108
49026,1241239,Sun Jae Kim,Stock Broker (uncredited),0,109
49026,1378466,Hrvoje Klecz,Thug (uncredited),0,110
49026,1264686,Alex Kruz,Wall Street Broker (uncredited),0,111
49026,1169299,Tyler La Marr,Gotham City Police Officer (uncredited),0,112
49026,1269611,LeJon,Thug (uncredited),2,113
49026,1446471,Paul Jude Letersky,Gotham City Police Officer (uncredited),0,114
49026,1188950,Joe Lipari,Prisoner (uncredited),0,115
49026,1383091,Silvia Lombardo,Tourist (uncredited),0,116
49026,1480128,Jorge Mardel,Gotham Rogues Fan (uncredited),0,117
49026,1174970,Cale McConnell,Gotham Rogues Fan (uncredited),0,118
49026,127063,David Dale McCue,Gotham City Police Officer (uncredited),0,119
49026,1480130,Tiffany Sander McKenzie,Gotham Rogues Fan (uncredited),1,120
49026,1505308,Allen Merritt,Angry Mobster (uncredited),0,121
49026,1509148,Olan Montgomery,Wayne Enterprises Security (uncredited),0,122
49026,122339,Alex Moore,Mercenary (uncredited),0,123
49026,93778,Shane Nolan,Gotham City Police Officer (uncredited),0,124
49026,1205749,Jackson Nunn,Prisoner / Thug (uncredited),0,125
49026,1480150,Joseph O'Brien,Gotham City News Cameraman (uncredited),0,126
49026,20582,Michael Papajohn,Prison Guard (uncredited),2,127
49026,1298014,Salomon Passariello,Prisoner / Mob (uncredited),0,128
49026,1429650,Kyle David Pierce,Gotham Stock Trader (uncredited),0,129
49026,1349600,Troy Polamalu,Gotham Rogues Player (uncredited),0,130
49026,1066138,Michael Power,Gotham Police Officer (uncredited),0,131
49026,565508,James Rawlings,Thug (uncredited),0,132
49026,1513716,Kirsten Roeters,Doris in Black (uncredited),0,133
49026,1215314,Ben Roethlisberger,Gotham Rogues Player (uncredited),0,134
49026,1452954,Mark Roman,Gotham Police Officer (uncredited),2,135
49026,1451618,Anthony J. Sacco,Thug (uncredited),2,136
49026,1085730,Eric Salazar,Angry Thug (uncredited),0,137
49026,557202,Emily Schooley,Hot Football Fan (uncredited),0,138
49026,54211,Thomas Tull,Gotham Rogues Owner (uncredited),0,139
49026,1480223,Chris Vaina,Thug (uncredited),2,140
49026,102516,Vincent van Ommen,Prisoner (voice) (uncredited),0,141
49026,1205751,Michelle Vezzani,Gotham City Press (uncredited),0,142
49026,1205623,Barbara Vincent,Gotham Rogues Fan (uncredited),0,143
49026,1521872,Justin Michael Woods,Gotham City Police Officer (uncredited),0,144
49026,306870,Jason Yee,Mercenary Soldier (uncredited),0,145
49026,1205141,Maria Zambrana,Gotham Citizen (uncredited),1,146
49026,1343746,John Zion,Gotham City Police Officer (uncredited),0,147
49026,1454322,Alex Ziwak,Thug (uncredited),2,148
49026,1553053,Tommy Bayiokos,Gotham City Police Officer (uncredited),2,149
49026,1553307,Matthew Gooley,Football Fan (uncredited),0,150
49026,1553377,Jeff Moffitt,Cop (uncredited),0,151
49026,1574936,Mark Falvo,Football Fan (uncredited),0,152
49026,1576421,Diogo Hausen,Thug (uncredited),0,153
49026,1580574,Gary Sievers,Prisoner (uncredited),2,154
49026,1583389,Orion McCabe,Mercenary (uncredited),0,155
49026,1633514,London May,Court Room Thug (uncredited),2,156
49026,1673036,James Quinn,Gothamite (uncredited),2,157
49026,1536670,Daniel Newman,Thug #2 in Basement,2,158
49529,60900,Taylor Kitsch,John Carter,2,0
49529,21044,Lynn Collins,Dejah Thoris,1,1
49529,2206,Samantha Morton,Sola,1,2
49529,5293,Willem Dafoe,Tars Tarkas,2,3
49529,19159,Thomas Haden Church,Tal Hajus,2,4
49529,2983,Mark Strong,Matai Shang,2,5
49529,8785,Ciarán Hinds,Tardos Mors,2,6
49529,17287,Dominic West,Sab Than,2,7
49529,17648,James Purefoy,Kantos Kan,2,8
49529,17419,Bryan Cranston,Powell,2,9
49529,6416,Polly Walker,Sarkoja,1,10
49529,57675,Daryl Sabara,Edgar Rice Burroughs,2,11
49529,89830,Arkie Reece,Stayman #1 / Helm,2,12
49529,205278,Davood Ghadami,Stayman #3,2,13
49529,218345,Pippa Nixon,Lightmaster,1,14
49529,1390394,James Embree,Thern #2,2,15
49529,1518112,Philip Philmar,Thern #1,0,16
49529,1721985,Emily Tierney,Pretty Woman in NYC Doorway,1,17
49529,1721992,Edmund Kente,Telegraph Clerk,2,18
49529,118617,Nicholas Woodeson,Dalton,2,19
49529,1722006,Kyle Agnew,Stable Boy,2,20
49529,130129,Don Stark,Dix the Storekeeper,2,21
49529,65716,Josh Daugherty,Rowdy #1,2,22
49529,1724736,Jared Cyr,Rowdy #2,2,23
49529,62082,Christopher Goodman,Stockade Guard,2,24
49529,1367241,Amanda Clayton,Sarah Carter,1,25
49529,1844319,Joseph Billingiere,Apache #1 (as Joe Billingiere),0,26
559,2219,Tobey Maguire,Peter Parker / Spider-Man,2,0
559,205,Kirsten Dunst,Mary Jane Watson,1,1
559,17051,James Franco,Harry Osborn / New Goblin,2,2
559,19159,Thomas Haden Church,Flint Marko / Sandman,2,3
559,17052,Topher Grace,Eddie Brock / Venom,2,4
559,18997,Bryce Dallas Howard,Gwen Stacey,1,5
559,18998,Rosemary Harris,May Parker,1,6
559,2505,James Cromwell,Captain Stacey,2,7
559,18999,J.K. Simmons,J. Jonah Jameson,2,8
559,9207,Theresa Russell,Mrs. Marko,1,9
559,19152,Dylan Baker,Dr. Curt Connors,2,10
559,5502,Bill Nunn,Joseph Robertson,2,11
559,9281,Elizabeth Banks,Miss Brant,1,12
559,11769,Ted Raimi,Hoffman,2,13
559,6585,Perla Haney-Jardine,Penny Marko,1,14
559,5293,Willem Dafoe,Norman Osborn / Green Goblin,2,15
559,19153,Cliff Robertson,Ben Parker,0,16
559,2368,Elya Baskin,Mr. Ditkovitch,2,17
559,20645,Mageina Tovah,Ursula,1,18
559,20582,Michael Papajohn,Dennis Carradine / Carjacker,2,19
559,20580,Joe Manganiello,Flash Thompson,2,20
559,7624,Stan Lee,Man in Times Square,2,21
559,11357,Bruce Campbell,Maître d,2,22
559,19155,Christopher Young,Pianist,2,23
559,7628,Grant Curtis,Driver,0,24
559,19154,Daniel Gillies,John Jameson,2,25
559,19326,John Paxton,Houseman,0,26
559,59206,Becky Ann Baker,Mrs. Stacy,1,27
559,78311,Steve Valentine,Photographer,2,28
559,116627,Hal Fishman,Anchorman,0,29
559,113608,Lucy Gordon,Jennifer Dugan,1,30
559,99932,Toni Wynne,Congratulatory Woman at Daily Bugle,1,31
559,552526,Andre B. Blake,Crane Disaster Radio Policeman,2,32
559,1226471,Tim Maculan,Play Director,2,33
559,159456,Marc Vann,Play Producer,2,34
559,105701,Joe Bays,Jazz Club Manager,2,35
559,66653,Gregg Daniel,Precinct Detective,2,36
559,1451076,Rogelio T. Ramos,Emergency Room Doctor,2,37
559,11766,Timothy Patrick Quill,Crane Operator,0,38
559,1781288,Kathryn Bryding,Woman Outside Theater,1,39
559,1739821,Joe Virzi,Police Detective,0,40
559,1735986,Bill E. Rogers,New Jersey State Policeman,0,41
559,1781297,Michael Alexander,New Jersey State Policeman,0,42
559,1435965,April Parker-Jones,Test Site Technician,1,43
559,1781298,Edward Padilla,Test Site Technician,0,44
559,233298,Robert Curtis Brown,Test Site Technician,2,45
559,60490,Paul Terrell Clayton,Test Site Technician,2,46
559,175606,Carolyn Neff,Test Site Technician,0,47
559,1656631,Christina Cindrich,Test Site Technician,1,48
559,173163,Sonya Maddox,ICU Nurse,0,49
559,1781299,Derrick 'Phoenix' Thomas,Cop at Crane Disaster,0,50
559,1781300,Jessi Collins,Mary Jane's Replacement,1,51
559,1781301,Michael McLaughlin,Boy at Key to the City Ceremony,0,52
559,1781302,Anne Gartlan,Councilwoman,1,53
559,53257,Emilio Rivera,Policeman at Sand Truck,2,54
559,92486,Keith Woulard,Policeman at Sand Truck,0,55
559,52946,Reynaldo Gallegos,Armored Car Driver,2,56
559,1781303,Jim Coope,Newstand Patron,0,57
559,98396,Dean Edwards,Newstand Patron,0,58
559,558055,Margaret Laney,Newstand Patron,1,59
559,1781304,Aimee Miles,Coffee Shop Waitress,1,60
559,1781307,Tanya Bond,Jazz Club Waitress,1,61
559,193946,Mark Kubr,Jazz Club Bouncer,2,62
559,1446719,Tony Besson,Photoshoot Client,0,63
559,1781308,Ramon Adams,Businessman (uncredited),0,64
559,1781309,A.J. Adelman,Theater Attendee (uncredited),0,65
559,1781310,Angelis Alexandris,Pedestrian (uncredited),0,66
559,1781311,Dawn Marie Anderson,I.C.U Nurse (uncredited),1,67
559,1653331,Frank Anello,NYPD Officer (uncredited),2,68
559,1781312,Anya Avaeva,Model (uncredited),1,69
559,111243,David Backus,Bucket Boy (uncredited),2,70
559,1781313,Tiffany L. Baker,News Reporter (uncredited),1,71
559,1781194,Marc C. Cancassi,Photographer (uncredited),0,72
559,1781318,Sujeilee Candele,Rescued Girl (uncredited),1,73
559,454223,Michael Ciesla,Photographer (uncredited),0,74
559,232042,Irina Costa,Jazz Club Waitress (uncredited),1,75
559,1496942,John Crann,Theater Patron (uncredited),0,76
559,1209717,Crystal Marie Denha,Jazz Club Girl (uncredited),1,77
559,1781325,Amy V. Dewhurst,Columbia Grad Student (uncredited),1,78
559,1509622,Paul Edney,New York City Commuter / Driver (uncredited),2,79
559,1610271,Natalie Fabry,Girl at Key Ceremony (uncredited),1,80
559,1781326,Keith Fausnaught,Pedestrian (uncredited),0,81
559,1781199,Amanda Florian,A Spidey Kid (uncredited),1,82
559,1781205,Brianna Leann Florian,A Spidey Kid (uncredited),1,83
559,1781217,Tiffany Ashley Florian,A Spidey Kid (uncredited),1,84
559,1781327,Shaun Patrick Flynn,Businessman (uncredited),0,85
559,1636759,Logan Fry,Automobile Driver (uncredited),0,86
559,1781328,Kevin Fung,Spectator (uncredited),0,87
559,1781329,Tony Galtieri,News Spectator (uncredited),0,88
559,1781330,Chuck Gerena,Funeral Limo Driver (uncredited),0,89
559,1639432,Brian Hopson,News Reporter (uncredited),0,90
559,1781331,Claude Jay,Cop (uncredited),0,91
559,1781332,Julie Jei,Female New Yorker (uncredited),1,92
559,1316667,Andrew James Jones,Jazz Club Bouncer (uncredited),0,93
559,105632,Natalie Jones,Girl at Key Ceremony (uncredited),1,94
559,1781333,Christopher Jude,Student (uncredited),0,95
559,1292243,Brittany Krall,ER Nurse (uncredited),1,96
559,1781334,Alyssa Lakota,Dog Walker (uncredited),1,97
559,1752230,Tia Latrell,Observer (uncredited),0,98
559,1781221,Linda Lee,Businesswoman (uncredited),1,99
559,570374,Pierangeli Llinas,Woman in Court (uncredited),1,100
